Gene1,Gene2,Score
GFI1,PRIM2,372.0
GFI1,TRIM35,385.0
GFI1,ATG12,354.0
GFI1,AP3S1,354.0
GFI1,TBC1D9B,408.0
GFI1,F2RL3,554.0
GFI1,VIPAS39,264.0
GFI1,PFKP,387.0
GFI1,GUSB,362.0
GFI1,PARP12,329.0
GFI1,FADS1,312.0
GFI1,UMPS,328.0
GFI1,GLIPR2,263.0
GFI1,RCC1,333.0
GFI1,JUN,298.0
GFI1,1600014C10RIK,397.0
GFI1,ZFP68,390.0
GFI1,PIK3C3,357.0
GFI1,P2RX1,408.0
GFI1,TK2,370.0
GFI1,POMGNT2,346.0
GFI1,H1F0,291.0
GFI1,TMEM109,267.0
GFI1,PROCR,360.0
GFI1,IFIH1,668.0
GFI1,SMPD2,312.0
GFI1,RASSF5,495.0
GFI1,MINDY1,416.0
GFI1,WWP2,374.0
GFI1,CHRNB1,349.0
GFI1,UBA5,310.0
GFI1,STAT6,322.0
GFI1,HK3,599.0
GFI1,ELMO2,340.0
GFI1,MOGS,553.0
GFI1,PAFAH2,611.0
GFI1,OCRL,357.0
GFI1,ADO,277.0
GFI1,PXK,763.0
GFI1,PSD4,348.0
GFI1,DECR1,290.0
GFI1,BID,325.0
GFI1,SUPT7L,252.0
GFI1,BCLAF3,314.0
GFI1,PACS1,313.0
GFI1,FBXL5,328.0
GFI1,SH2D3C,441.0
GFI1,ILVBL,305.0
GFI1,MLLT3,384.0
GFI1,TMEM263,347.0
GFI1,FAM168B,426.0
GFI1,1700017B05RIK,366.0
GFI1,PLBD2,333.0
GFI1,BAG2,292.0
GFI1,SQLE,314.0
GFI1,SIAE,303.0
GFI1,COLGALT1,311.0
GFI1,CTDSP2,396.0
GFI1,SMAD3,341.0
GFI1,ARHGEF6,721.0
GFI1,PTGS1,586.0
GFI1,ARRDC1,243.0
GFI1,ANXA6,314.0
GFI1,MCTP1,278.0
GFI1,AK3,329.0
GFI1,HLF,333.0
GFI1,WDR55,316.0
GFI1,SFXN3,274.0
GFI1,BCL2,302.0
GFI1,ADAMTS10,473.0
GFI1,DCAF4,265.0
GFI1,UAP1L1,271.0
GFI1,INKA1,310.0
GFI1,ATP6AP1,252.0
GFI1,ST6GALNAC4,347.0
GFI1,G6PDX,374.0
GFI1,TIMM29,255.0
GFI1,MAPKAPK3,257.0
GFI1,INTS6L,288.0
GFI1,WDR13,295.0
GFI1,IL15RA,281.0
GFI1,B4GALT4,266.0
GFI1,NBEAL2,375.0
GFI1,USP11,209.0
GFI1,MCM5,275.0
GFI1,RIT1,261.0
GFI1,RAB31,288.0
GFI1,NSMAF,327.0
GFI1,MGAT5,238.0
GFI1,TM7SF3,286.0
GFI1,GMPR,244.0
GFI1,PLIN2,348.0
GFI1,GNG11,255.0
GFI1,MRPL37,230.0
GFI1,IL4RA,362.0
GFI1,SLC2A1,315.0
GFI1,TRAFD1,330.0
GFI1,PLPPR3,319.0
GFI1,FUCA2,294.0
GFI1,MGRN1,253.0
GFI1,ARHGEF3,323.0
GFI1,CISH,303.0
GFI1,WBP1L,244.0
GFI1,UCKL1,339.0
GFI1,RCSD1,288.0
GFI1,CTPS2,247.0
GFI1,FGL2,318.0
GFI1,ACOT9,357.0
GFI1,NEU1,250.0
GFI1,ARHGEF18,361.0
GFI1,ATP6AP2,224.0
GFI1,ICAM1,316.0
GFI1,ADSSL1,417.0
GFI1,PHACTR2,233.0
GFI1,SPNS2,262.0
GFI1,RAB44,447.0
GFI1,INPP5B,241.0
GFI1,SSH3,524.0
GFI1,BTG2,230.0
GFI1,HMGCS1,225.0
GFI1,TIFA,234.0
GFI1,SLC39A11,299.0
GFI1,ELF4,373.0
GFI1,MYADM,435.0
GFI1,CTSS,396.0
GFI1,RCN1,283.0
GFI1,VPS41,208.0
GFI1,DUSP2,254.0
GFI1,CTSF,283.0
GFI1,CD300A,432.0
GFI1,PRIM1,342.0
GFI1,FAM91A1,242.0
GFI1,PDK3,225.0
GFI1,GANAB,232.0
GFI1,ARHGAP27,544.0
GFI1,CNRIP1,320.0
GFI1,TMC6,307.0
GFI1,GDI1,288.0
GFI1,CLEC12A,411.0
GFI1,BC005561,275.0
GFI1,PRPS2,190.0
GFI1,PARP9,246.0
GFI1,SERPINB9,419.0
GFI1,SLC18A2,245.0
GFI1,TOP2A,249.0
GFI1,PPIC,204.0
GFI1,FCER1G,514.0
GFI1,MCM2,262.0
GFI1,WLS,252.0
GFI1,TYROBP,264.0
GFI1,CTSZ,252.0
GFI1,SMPDL3A,284.0
GFI1,ELOVL1,229.0
GFI1,NSDHL,162.0
GFI1,AP1G2,247.0
GFI1,RASA4,201.0
GFI1,GSDME,272.0
GFI1,FLT3,263.0
GFI1,PACSIN2,270.0
GFI1,ITPK1,250.0
GFI1,FUT7,270.0
GFI1,XAB2,235.0
GFI1,CYP4V3,312.0
GFI1,NEK6,190.0
GFI1,MAN2A2,301.0
GFI1,ABCD1,181.0
GFI1,TCIRG1,371.0
GFI1,SAT1,308.0
GFI1,MAP4K2,243.0
GFI1,MOV10,283.0
GFI1,CAMK1,237.0
GFI1,ANXA2,180.0
GFI1,RIC8A,204.0
GFI1,EML4,289.0
GFI1,ZFP467,223.0
GFI1,TNFRSF1B,452.0
GFI1,TMEM164,245.0
GFI1,CTSO,196.0
GFI1,ARHGEF39,347.0
GFI1,CD9,201.0
GFI1,PANX1,227.0
GFI1,CYBC1,148.0
GFI1,FBXW5,316.0
GFI1,BHLHB9,259.0
GFI1,ITGAL,269.0
GFI1,GBP3,350.0
GFI1,ZFP120,209.0
GFI1,TPM4,308.0
GFI1,PRPS1,225.0
GFI1,METTL27,159.0
GFI1,FRMD8,185.0
GFI1,PGGHG,428.0
GFI1,IER3,153.0
GFI1,MFNG,213.0
GFI1,SLCO3A1,310.0
GFI1,IRF8,187.0
GFI1,DENND2D,175.0
GFI1,GYPC,161.0
GFI1,CERK,213.0
GFI1,TREML2,413.0
GFI1,JUNB,170.0
GFI1,GOLPH3L,234.0
GFI1,UBE2L6,150.0
GFI1,MAGED2,142.0
GFI1,PCP4L1,170.0
GFI1,FOS,143.0
GFI1,BMI1,157.0
GFI1,FES,393.0
GFI1,PLEKHO2,195.0
GFI1,RAB37,246.0
GFI1,BACE1,205.0
GFI1,TGM2,255.0
GFI1,PLXNC1,273.0
GFI1,CNP,149.0
GFI1,EPSTI1,218.0
GFI1,PPCDC,248.0
GFI1,ZFP930,224.0
GFI1,ARRDC3,368.0
GFI1,IL15,184.0
GFI1,CPT1A,150.0
GFI1,TRIM30A,360.0
GFI1,RPS6KA3,181.0
GFI1,DUSP6,200.0
GFI1,RTP4,359.0
GFI1,ISYNA1,239.0
GFI1,MPO,350.0
GFI1,ARAP1,140.0
GFI1,SOCS5,199.0
GFI1,UNC93B1,343.0
GFI1,SELL,340.0
GFI1,MLKL,198.0
GFI1,CYTH4,337.0
GFI1,PYGL,334.0
GFI1,CSAD,168.0
GFI1,ANKRD27,187.0
GFI1,SH2D5,223.0
GFI1,TRMT2B,317.0
GFI1,H2-M3,187.0
GFI1,JAK3,226.0
GFI1,PCTP,170.0
GFI1,VLDLR,174.0
GFI1,ZFP945,153.0
GFI1,PEAR1,172.0
GFI1,UBL4A,155.0
GFI1,ADA,156.0
GFI1,GBP7,195.0
GFI1,CBX7,287.0
GFI1,APEH,287.0
GFI1,PON3,284.0
GFI1,AIG1,147.0
GFI1,TSPYL3,122.0
GFI1,CFP,164.0
GFI1,PPOX,172.0
GFI1,NFAM1,273.0
GFI1,SLC17A9,272.0
GFI1,ANXA3,272.0
GFI1,TSC22D3,271.0
GFI1,IL27RA,146.0
GFI1,LDHB,179.0
GFI1,CTSH,129.0
GFI1,CSF2RB,157.0
GFI1,IRGM1,153.0
GFI1,EPB41L4B,175.0
GFI1,SELENBP1,144.0
GFI1,CYTIP,239.0
GFI1,ITIH5,147.0
GFI1,TOR4A,228.0
GFI1,DYNLT3,148.0
GFI1,GPR65,226.0
GFI1,RHOH,223.0
GFI1,CD1D1,221.0
GFI1,WDR6,113.0
GFI1,MYCN,219.0
GFI1,IL21R,204.0
GFI1,CSF3R,201.0
GFI1,OASL2,194.0
GFI1,LY6C2,182.0
GFI1,LRMP,179.0
GFI1,EBI3,175.0
GFI1,SPNS3,172.0
GFI1,TRPC6,171.0
GFI1,PLA2G4A,170.0
GFI1,SHISA8,168.0
GFI1,TMEM173,164.0
GFI1,RHOF,162.0
GFI1,FCGR2B,157.0
GFI1,ARL11,154.0
GFI1,CTSG,151.0
GFI1,TRIM47,150.0
GFI1,FGD2,149.0
GFI1,SLC25A45,146.0
GFI1,ATP8B4,145.0
GFI1,NDN,144.0
GFI1,ARHGAP4,141.0
GFI1,RASAL3,138.0
GFI1,IRGM2,138.0
GFI1,SLC2A3,137.0
GFI1,ZFP35,136.0
GFI1,TESPA1,135.0
GFI1,SLFN8,135.0
GFI1,GATA2,130.0
GFI1,CERS4,130.0
GFI1,TCN2,126.0
GFI1,GRIA3,122.0
GFI1,TFPI,120.0
GFI1,LTB,119.0
GFI1,ZFP36,118.0
GFI1,GIMAP5,118.0
GFI1,CCL4,118.0
GFI1,GALNT6,110.0
GFI1,ELOVL6,107.0
GFI1,F11R,105.0
GFI1,DENND1C,105.0
GFI1,AFAP1L1,105.0
GFI1,TFEC,104.0
GFI1,PHF11B,102.0
IRF1,ERAP1,3670.0
IRF1,CTSO,3690.0
IRF1,RTP4,4485.0
IRF1,XAF1,4187.0
IRF1,OASL2,4037.0
IRF1,GM12250,4115.0
IRF1,IRGM2,3656.0
IRF1,IGTP,3462.0
IRF1,UBA7,3715.0
IRF1,GBP7,3887.0
IRF1,NCLN,4185.0
IRF1,STAT2,4079.0
IRF1,PARP12,2950.0
IRF1,TAPBPL,2869.0
IRF1,TMEM229B,2874.0
IRF1,MOV10,3203.0
IRF1,SERPINB9,3006.0
IRF1,PARP9,2445.0
IRF1,IRGM1,1933.0
IRF1,H2-M3,2365.0
IRF1,GBP3,2608.0
IRF1,ABHD16A,3114.0
IRF1,FLCN,2557.0
IRF1,SAMD9L,3415.0
IRF1,GBP2,2529.0
IRF1,TGTP2,3093.0
IRF1,IFIH1,2088.0
IRF1,BID,2973.0
IRF1,ZFP945,3848.0
IRF1,UBE2L6,2586.0
IRF1,DHX58,3242.0
IRF1,CASP1,2511.0
IRF1,IL15RA,1696.0
IRF1,TCP11L2,2213.0
IRF1,RCN1,1550.0
IRF1,WARS,2660.0
IRF1,IL15,2382.0
IRF1,ATAD1,2006.0
IRF1,MLKL,2553.0
IRF1,SCFD1,2342.0
IRF1,CYLD,1666.0
IRF1,CUL2,1598.0
IRF1,FOS,1829.0
IRF1,TNFRSF1B,1096.0
IRF1,NAMPT,1588.0
IRF1,TRAFD1,4131.0
IRF1,ATG12,1501.0
IRF1,AP3S1,1501.0
IRF1,OXR1,1536.0
IRF1,PTDSS1,1607.0
IRF1,CYP4V3,1440.0
IRF1,CTSS,1535.0
IRF1,VWA5A,1751.0
IRF1,LGALS8,1478.0
IRF1,UNC93B1,1529.0
IRF1,TOP2A,1424.0
IRF1,P2RY14,2041.0
IRF1,TCIRG1,1219.0
IRF1,DDX58,1417.0
IRF1,EPSTI1,1311.0
IRF1,RNF115,1299.0
IRF1,ASAH1,1875.0
IRF1,MTMR14,905.0
IRF1,MCM4,1382.0
IRF1,SPTLC2,2297.0
IRF1,MGRN1,1002.0
IRF1,IIGP1,1645.0
IRF1,ARMC8,1166.0
IRF1,SLFN8,1064.0
IRF1,SP100,1273.0
IRF1,CPQ,1199.0
IRF1,ST6GALNAC4,820.0
IRF1,POR,1528.0
IRF1,TRIM30A,876.0
IRF1,SACM1L,1394.0
IRF1,NUDT19,818.0
IRF1,CHMP3,1115.0
IRF1,OAS1A,905.0
IRF1,DHFR,1631.0
IRF1,CASP12,1262.0
IRF1,FAR1,1789.0
IRF1,ATF7,708.0
IRF1,RARS,1000.0
IRF1,SCARF1,1267.0
IRF1,RMND5A,557.0
IRF1,ARID5A,780.0
IRF1,ARL6IP6,895.0
IRF1,TCF12,525.0
IRF1,PHF11B,676.0
IRF1,GNA13,724.0
IRF1,TMEM50B,1318.0
IRF1,TOX4,623.0
IRF1,TWSG1,543.0
IRF1,DENND2D,892.0
IRF1,IFI44,976.0
IRF1,ARHGEF6,879.0
IRF1,ANKFY1,470.0
IRF1,CD84,556.0
IRF1,NCF1,470.0
IRF1,CASP4,668.0
IRF1,BIRC2,524.0
IRF1,CDS2,1167.0
IRF1,PSD4,583.0
IRF1,UBAP1,734.0
IRF1,IRF7,406.0
IRF1,LANCL2,832.0
IRF1,CPT1A,491.0
IRF1,IL12A,802.0
IRF1,CHD9,1014.0
IRF1,TMX3,690.0
IRF1,NCOA7,444.0
IRF1,ATP13A1,664.0
IRF1,RNF2,384.0
IRF1,ARRDC3,810.0
IRF1,RNASE6,298.0
IRF1,GCNT2,474.0
IRF1,CDT1,792.0
IRF1,PARP8,464.0
IRF1,TOR3A,436.0
IRF1,FEM1C,583.0
IRF1,PSMF1,416.0
IRF1,IRF9,374.0
IRF1,H2-OB,589.0
IRF1,NFAT5,616.0
IRF1,RASA4,595.0
IRF1,RABIF,561.0
IRF1,PLXNC1,570.0
IRF1,PACSIN2,363.0
IRF1,MAP2K1,340.0
IRF1,FOXRED1,366.0
IRF1,FCHSD2,471.0
IRF1,TNFRSF26,318.0
IRF1,CD52,239.0
IRF1,TMEM71,338.0
IRF1,DNAJC5,592.0
IRF1,FCER1G,528.0
IRF1,TFEC,457.0
IRF1,FBXO11,563.0
IRF1,RFC5,579.0
IRF1,MED16,298.0
IRF1,CCL4,333.0
IRF1,SUPT7L,168.0
IRF1,CMTM6,439.0
IRF1,GYPC,325.0
IRF1,LCP2,240.0
IRF1,SLC35B4,430.0
IRF1,WLS,213.0
IRF1,MAP4K2,231.0
IRF1,TIMM29,270.0
IRF1,OTUD6B,242.0
IRF1,FES,194.0
IRF1,MFSD1,358.0
IRF1,CD1D1,343.0
IRF1,EML4,318.0
IRF1,SERPINA3G,368.0
IRF1,WFDC17,273.0
IRF1,ACOT9,398.0
IRF1,NARFL,230.0
IRF1,PLEKHB2,258.0
IRF1,ARHGEF3,366.0
IRF1,PML,304.0
IRF1,CLEC12A,198.0
IRF1,FBXL3,292.0
IRF1,PLA2G4A,178.0
IRF1,VPS11,194.0
IRF1,MLLT3,233.0
IRF1,ARF3,291.0
IRF1,INPP5B,218.0
IRF1,CASP2,230.0
IRF1,CYBC1,199.0
IRF1,PAFAH2,218.0
IRF1,PGGHG,234.0
IRF1,CCNG2,370.0
IRF1,CD69,201.0
IRF1,CTSC,155.0
IRF1,POLE3,210.0
IRF1,RCBTB2,163.0
IRF1,ARRDC1,174.0
IRF1,ANKS3,316.0
IRF1,ZFP472,170.0
IRF1,REXO4,106.0
IRF1,RNF125,205.0
IRF1,VAV3,140.0
IRF1,AFF4,268.0
IRF1,DNAJC10,149.0
IRF1,ANXA1,142.0
IRF1,KDM3A,152.0
IRF1,USP3,140.0
IRF1,TRMT2A,131.0
IRF1,RANGAP1,123.0
IRF1,ANXA3,125.0
IRF1,AKNA,122.0
IRF1,ZFP592,217.0
IRF1,TPST2,215.0
IRF1,MORC3,214.0
IRF1,TMEM164,201.0
IRF1,GAA,201.0
IRF1,NEK6,198.0
IRF1,PIK3CG,107.0
IRF1,PAPSS1,192.0
IRF1,CYP2J9,192.0
IRF1,TMC6,191.0
IRF1,JPT2,191.0
IRF1,MFSD14B,184.0
IRF1,KLF10,183.0
IRF1,TMEM129,182.0
IRF1,TACC3,182.0
IRF1,IKBKG,181.0
IRF1,G6PDX,181.0
IRF1,LDAH,176.0
IRF1,ITGAL,176.0
IRF1,STAP1,114.0
IRF1,DUS1L,167.0
IRF1,PLEK,151.0
IRF1,GSR,150.0
IRF1,CLCN4,143.0
IRF1,STT3B,140.0
IRF1,ACAA2,140.0
IRF1,COPB1,138.0
IRF1,SH2D5,134.0
IRF1,ZMYM2,132.0
IRF1,NCAPD2,131.0
IRF1,PRMT7,130.0
IRF1,D10WSU102E,129.0
IRF1,CALCRL,128.0
IRF1,WDR75,127.0
IRF1,DCAF13,121.0
IRF1,EXD2,120.0
IRF1,CTSL,118.0
IRF1,XPC,114.0
IRF1,GNG11,114.0
IRF1,PCMTD1,112.0
IRF1,INKA1,108.0
IRF1,MSH6,107.0
IRF1,PIGQ,105.0
IRF1,NDEL1,105.0
IRF1,CYP51,105.0
IRF8,ERAP1,2852.0
IRF8,CYBC1,2501.0
IRF8,GBP7,2889.0
IRF8,GBP3,2362.0
IRF8,PHF11B,2425.0
IRF8,IRGM2,2222.0
IRF8,CD53,1647.0
IRF8,IGTP,1936.0
IRF8,GM12250,2195.0
IRF8,CNP,1911.0
IRF8,CASP1,2058.0
IRF8,TAPBPL,1670.0
IRF8,RTP4,1733.0
IRF8,EXOC2,1510.0
IRF8,ICAM1,1386.0
IRF8,H2-M3,1277.0
IRF8,SAMD9L,1439.0
IRF8,CD84,1380.0
IRF8,TMEM229B,1106.0
IRF8,CTSC,1840.0
IRF8,FOXRED1,1355.0
IRF8,OASL2,912.0
IRF8,CLEC12A,1286.0
IRF8,LGALS8,993.0
IRF8,IRGM1,718.0
IRF8,CFP,1563.0
IRF8,ZFP945,1735.0
IRF8,FES,1136.0
IRF8,TGTP2,1022.0
IRF8,PIK3CG,1015.0
IRF8,GIMAP6,1345.0
IRF8,WFDC17,1085.0
IRF8,NCEH1,1039.0
IRF8,GBP2,1221.0
IRF8,ARID5A,741.0
IRF8,NAGA,1321.0
IRF8,PARP9,695.0
IRF8,METTL7A1,918.0
IRF8,CTPS2,793.0
IRF8,ARL8B,986.0
IRF8,FCER1G,1400.0
IRF8,ITFG1,943.0
IRF8,SNX30,978.0
IRF8,XAF1,628.0
IRF8,CASP2,774.0
IRF8,UBA7,557.0
IRF8,MAN2B2,645.0
IRF8,PFKP,1019.0
IRF8,UNC93B1,717.0
IRF8,TNFRSF1B,763.0
IRF8,BC035044,714.0
IRF8,TRIM30A,819.0
IRF8,CTSZ,773.0
IRF8,TRIM35,904.0
IRF8,CD74,799.0
IRF8,ANKFY1,669.0
IRF8,NAMPT,672.0
IRF8,PARP12,467.0
IRF8,DNAJC10,912.0
IRF8,H2-AA,757.0
IRF8,SLFN8,538.0
IRF8,FGD2,997.0
IRF8,ADCK1,1240.0
IRF8,IFIH1,406.0
IRF8,ARHGEF6,1006.0
IRF8,SOCS5,946.0
IRF8,STAT2,526.0
IRF8,ARHGAP25,991.0
IRF8,EPSTI1,604.0
IRF8,VAV3,571.0
IRF8,CD300A,386.0
IRF8,CLN5,770.0
IRF8,CSF2RB,431.0
IRF8,MOV10,411.0
IRF8,ENTPD5,1183.0
IRF8,GOSR2,664.0
IRF8,ELMO2,299.0
IRF8,TIFA,693.0
IRF8,PACSIN2,457.0
IRF8,RAB32,837.0
IRF8,GRK3,499.0
IRF8,FTSJ3,576.0
IRF8,ACOT9,536.0
IRF8,SLC25A45,446.0
IRF8,ATAD1,726.0
IRF8,ATP8B4,799.0
IRF8,TOX4,579.0
IRF8,MLKL,483.0
IRF8,NEK9,545.0
IRF8,LRMP,536.0
IRF8,P2RY14,411.0
IRF8,IL12A,450.0
IRF8,CYLD,675.0
IRF8,ARMC8,441.0
IRF8,CTSS,393.0
IRF8,APOE,612.0
IRF8,TNFRSF21,1522.0
IRF8,EBI3,367.0
IRF8,MS4A6C,563.0
IRF8,CYTIP,411.0
IRF8,RHOH,369.0
IRF8,MFAP3,460.0
IRF8,SERPINB9,367.0
IRF8,VWA5A,420.0
IRF8,NFAM1,615.0
IRF8,HELLS,314.0
IRF8,ZFP62,904.0
IRF8,CYP4V3,435.0
IRF8,ABRAXAS2,519.0
IRF8,WARS,490.0
IRF8,FCGR2B,220.0
IRF8,MTMR14,311.0
IRF8,PAQR7,287.0
IRF8,CAST,342.0
IRF8,TREML2,385.0
IRF8,ARHGAP1,425.0
IRF8,RNASE6,371.0
IRF8,CD48,475.0
IRF8,NSD2,547.0
IRF8,ST6GALNAC4,459.0
IRF8,TCIRG1,225.0
IRF8,SP100,420.0
IRF8,PLA2G4A,370.0
IRF8,NCF1,406.0
IRF8,PML,575.0
IRF8,CPQ,355.0
IRF8,CTSO,282.0
IRF8,ORAI3,396.0
IRF8,INTS13,640.0
IRF8,BID,244.0
IRF8,MIS12,483.0
IRF8,VPS41,651.0
IRF8,OAS1A,342.0
IRF8,NDRG1,303.0
IRF8,ARHGEF3,705.0
IRF8,ANAPC4,419.0
IRF8,CDCA4,743.0
IRF8,SLC35A1,389.0
IRF8,UBE2L6,323.0
IRF8,GMIP,405.0
IRF8,CTLA2B,640.0
IRF8,DHX58,225.0
IRF8,CTDSP2,294.0
IRF8,GALNT6,604.0
IRF8,CD82,417.0
IRF8,YTHDF3,347.0
IRF8,NCLN,396.0
IRF8,RNF115,282.0
IRF8,H2-OB,488.0
IRF8,FAM120B,336.0
IRF8,TMX3,161.0
IRF8,ITGAL,510.0
IRF8,COA5,365.0
IRF8,ZFP869,270.0
IRF8,DENND2D,569.0
IRF8,IRF9,359.0
IRF8,LY6C2,459.0
IRF8,NUDT19,215.0
IRF8,TESPA1,404.0
IRF8,P2RX4,236.0
IRF8,PLIN2,381.0
IRF8,TRMT2A,294.0
IRF8,IGSF6,558.0
IRF8,ABHD16A,527.0
IRF8,CNRIP1,275.0
IRF8,TMEM173,277.0
IRF8,MS4A6B,409.0
IRF8,ARHGAP4,271.0
IRF8,CNOT10,302.0
IRF8,GYG,352.0
IRF8,PSEN1,507.0
IRF8,FUT7,412.0
IRF8,PJA2,357.0
IRF8,VPS4B,333.0
IRF8,NFAT5,251.0
IRF8,WDR5,407.0
IRF8,FAM76B,274.0
IRF8,TYROBP,314.0
IRF8,TMEM206,277.0
IRF8,BTK,241.0
IRF8,ZDHHC6,238.0
IRF8,ZFP367,372.0
IRF8,KCTD12,442.0
IRF8,PLEK,229.0
IRF8,SLC6A6,231.0
IRF8,NELFB,213.0
IRF8,IDH1,286.0
IRF8,GALK2,206.0
IRF8,CD1D1,232.0
IRF8,SFXN3,543.0
IRF8,ELP3,245.0
IRF8,LCP2,176.0
IRF8,PSMF1,180.0
IRF8,PGGHG,155.0
IRF8,MYO1G,268.0
IRF8,EML4,345.0
IRF8,SPTLC2,204.0
IRF8,TSPYL3,268.0
IRF8,LDHB,243.0
IRF8,ABCB8,477.0
IRF8,CYTH4,298.0
IRF8,SERPINA3G,186.0
IRF8,CDC42SE2,272.0
IRF8,IL15RA,178.0
IRF8,CST7,241.0
IRF8,FGFR1OP,199.0
IRF8,DUS1L,172.0
IRF8,WDR75,170.0
IRF8,DHRS3,227.0
IRF8,CYB5R1,296.0
IRF8,CCDC137,293.0
IRF8,FBH1,221.0
IRF8,HARS2,258.0
IRF8,ABL1,253.0
IRF8,ARL11,161.0
IRF8,UMPS,236.0
IRF8,FZR1,242.0
IRF8,ATP9B,161.0
IRF8,METAP1,173.0
IRF8,SUPT7L,271.0
IRF8,HACD4,258.0
IRF8,RCN2,274.0
IRF8,TIMM29,209.0
IRF8,MAP2K1,226.0
IRF8,PLIN3,292.0
IRF8,REXO4,159.0
IRF8,PRIM2,202.0
IRF8,NUDCD3,155.0
IRF8,ZFP35,194.0
IRF8,ZFP263,277.0
IRF8,STX12,205.0
IRF8,GUSB,202.0
IRF8,HACD3,188.0
IRF8,MCM4,138.0
IRF8,USP3,222.0
IRF8,GIMAP5,216.0
IRF8,VPS33B,246.0
IRF8,SMIM15,200.0
IRF8,MORC3,219.0
IRF8,TBXAS1,192.0
IRF8,PTGS1,133.0
IRF8,KLHL24,180.0
IRF8,TCTA,329.0
IRF8,SGMS1,163.0
IRF8,RNF14,175.0
IRF8,MARS,191.0
IRF8,LONP2,164.0
IRF8,NDOR1,173.0
IRF8,B230219D22RIK,311.0
IRF8,WLS,198.0
IRF8,PLEKHO2,156.0
IRF8,TCF12,181.0
IRF8,DENND1C,168.0
IRF8,CEP70,185.0
IRF8,EXD2,155.0
IRF8,CHP1,282.0
IRF8,ZFP871,151.0
IRF8,ARHGEF39,142.0
IRF8,OTUD6B,199.0
IRF8,PTPN22,158.0
IRF8,IIGP1,146.0
IRF8,TFEC,136.0
IRF8,AACS,132.0
IRF8,NOP2,153.0
IRF8,FBXO11,130.0
IRF8,ENPP4,138.0
IRF8,COPG1,134.0
IRF8,GMFB,129.0
IRF8,STRIP1,245.0
IRF8,NCOA7,139.0
IRF8,KIF23,147.0
IRF8,CYB5R3,241.0
IRF8,UBR7,129.0
IRF8,AMPD2,229.0
IRF8,CAPN7,226.0
IRF8,AW549877,135.0
IRF8,PIK3C3,118.0
IRF8,TBL3,140.0
IRF8,DOK2,137.0
IRF8,UCKL1,221.0
IRF8,GYPC,219.0
IRF8,WDR73,118.0
IRF8,CCNG1,217.0
IRF8,ATP6V1A,121.0
IRF8,ZFP157,130.0
IRF8,STK25,214.0
IRF8,KDM3A,117.0
IRF8,AIG1,209.0
IRF8,ATP6AP2,207.0
IRF8,PSAT1,206.0
IRF8,UBAP1,105.0
IRF8,FBXW5,195.0
IRF8,CERS5,193.0
IRF8,1700017B05RIK,190.0
IRF8,XPC,109.0
IRF8,UBA5,186.0
IRF8,GCNT2,183.0
IRF8,FOS,101.0
IRF8,TMC6,181.0
IRF8,SCARF1,177.0
IRF8,RANGAP1,173.0
IRF8,DUSP2,173.0
IRF8,CCL4,171.0
IRF8,STT3B,170.0
IRF8,USP10,168.0
IRF8,WBP1L,167.0
IRF8,INTS6L,163.0
IRF8,TSPAN14,162.0
IRF8,STAP1,158.0
IRF8,INO80D,158.0
IRF8,PQLC1,157.0
IRF8,CDK19,150.0
IRF8,TMX1,148.0
IRF8,SACM1L,144.0
IRF8,PRPF4,144.0
IRF8,CALCRL,143.0
IRF8,USP8,142.0
IRF8,CLCN4,142.0
IRF8,FCHSD2,139.0
IRF8,D10WSU102E,136.0
IRF8,PPIL4,135.0
IRF8,RNF6,134.0
IRF8,NUP107,132.0
IRF8,MYO5A,131.0
IRF8,ALDH6A1,131.0
IRF8,PPP6C,129.0
IRF8,MYSM1,125.0
IRF8,FEM1C,124.0
IRF8,ELOVL6,121.0
IRF8,RCN1,119.0
IRF8,PHAX,119.0
IRF8,ZKSCAN3,118.0
IRF8,PIGQ,118.0
IRF8,MS4A3,118.0
IRF8,POT1A,114.0
IRF8,EXOC3,114.0
IRF8,PRKAB1,113.0
IRF8,CLPTM1L,113.0
IRF8,AAR2,113.0
IRF8,SGPL1,111.0
IRF8,RASSF5,111.0
IRF8,KAT7,111.0
IRF8,ANKRD27,111.0
IRF8,FCGR3,110.0
IRF8,CASP4,110.0
IRF8,STAT6,108.0
IRF8,INPP5B,108.0
IRF8,ZFP512,107.0
IRF8,PLD3,103.0
IRF8,LPCAT3,102.0
IRF8,ASAH1,416.0
JUN,CDT1,2065.0
JUN,COLGALT1,2058.0
JUN,TMX4,2545.0
JUN,BTG2,1839.0
JUN,GUSB,1806.0
JUN,CD1D1,2107.0
JUN,VPS4B,2343.0
JUN,ABCB8,1888.0
JUN,TRIM47,2426.0
JUN,ATP8B4,1992.0
JUN,CLEC12A,2058.0
JUN,CCL4,1764.0
JUN,TCTA,1588.0
JUN,NEURL3,2064.0
JUN,KLF10,1438.0
JUN,PPP1R15A,1458.0
JUN,CISH,2465.0
JUN,CLCN4,1436.0
JUN,PLEK,1610.0
JUN,TMEM229B,1726.0
JUN,P2RY14,1690.0
JUN,TMEM71,1857.0
JUN,TGM2,2382.0
JUN,GNA13,1461.0
JUN,UCKL1,1832.0
JUN,UBA7,2126.0
JUN,SLC25A45,1582.0
JUN,GBP3,1643.0
JUN,ATAD1,2024.0
JUN,MTMR14,1908.0
JUN,SGTA,1782.0
JUN,NFKBIA,1453.0
